Room Number,Appliance Type,Issue Reported,Last Maintenance Date,Usage Hours,Days Since Maintenance,Average_Daily_Usage,Device_Year,Warranty Year
2118,Coffee Maker,Leaking,2/8/2025,3445,128,23,2024,2027
2114,Heater,Noisy,5/30/2023,1996,748,2,2024,2027
2009,Hair Dryer,Noisy,5/5/2024,2972,407,9,2015,2017
2130,Mini Fridge,Not working,11/7/2023,4019,588,7,2016,2020
2113,Lamp,Unresponsive,8/17/2024,4990,303,18,2015,2017
2075,Lamp,Flickering,3/24/2025,1234,85,16,2015,2017
2087,Hair Dryer,Flickering,6/7/2023,2411,741,3,2018,2020
2021,Lamp,Overheating,3/22/2024,4547,452,10,2018,2020
2011,Lamp,Flickering,2/9/2025,705,127,6,2023,2025
2057,Coffee Maker,Noisy,7/16/2024,3690,336,10,2019,2022
2135,Coffee Maker,Leaking,8/8/2024,4627,313,15,2015,2018
2011,Hair Dryer,Leaking,9/16/2023,3258,639,5,2024,2026
2064,Hair Dryer,Low performance,4/19/2023,561,789,1,2020,2022
2102,Air Conditioner,Not working,6/9/2023,1409,739,3,2020,2025
2099,Heater,Overheating,7/21/2024,4251,331,14,2019,2022
2050,Heater,Flickering,6/15/2024,2059,366,6,2021,2024
2058,Heater,Low performance,4/30/2024,3774,412,9,2014,2017
2037,Television,Noisy,1/23/2025,4828,144,24,2014,2018
2091,Air Conditioner,Overheating,1/25/2024,677,509,1,2022,2027
2091,Mini Fridge,Unresponsive,3/28/2024,877,446,2,2020,2022
2003,Hair Dryer,Noisy,4/7/2025,4836,71,24,2016,2018
2068,Air Conditioner,Not working,7/2/2023,890,716,1,2018,2023
2060,Hair Dryer,Unresponsive,11/6/2023,2204,588,4,2022,2024
2055,Heater,Noisy,7/23/2024,1511,329,5,2017,2020
2088,Television,Leaking,4/23/2024,2298,419,6,2016,2020
2121,Lamp,Noisy,2/8/2023,1777,860,2,2019,2021
2033,Lamp,Not working,11/29/2024,1934,199,11,2017,2019
2137,Heater,Noisy,2/10/2025,1313,127,14,2020,2023
2143,Mini Fridge,Low performance,9/25/2024,2436,264,9,2022,2027
2089,Mini Fridge,Not working,7/9/2024,4699,343,13,2020,2025
2055,Television,Overheating,4/19/2023,2059,789,3,2016,2020
2149,Heater,Flickering,4/28/2025,1936,49,23,2015,2018
2051,Lamp,Unresponsive,8/15/2024,4096,306,12,2016,2018
2062,Mini Fridge,Flickering,1/26/2024,3400,508,8,2015,2018
2036,Coffee Maker,Unresponsive,1/2/2023,4693,897,5,2023,2026
2120,Hair Dryer,Not working,12/1/2023,2562,564,5,2023,2025
2069,Television,Not working,4/4/2025,2671,73,24,2022,2026
2147,Coffee Maker,Leaking,11/9/2023,1903,586,3,2021,2024
2033,Television,Low performance,5/17/2023,1032,761,2,2022,2026
2065,Air Conditioner,Leaking,7/19/2023,4395,698,7,2023,2028
2116,Coffee Maker,Not working,12/25/2023,3066,539,6,2020,2023
2031,Hair Dryer,Flickering,4/22/2023,3319,787,4,2016,2018
2097,Air Conditioner,Overheating,1/27/2025,1974,141,13,2023,2028
2003,Television,Flickering,4/22/2025,1527,56,24,2015,2019
2006,Hair Dryer,Noisy,9/8/2023,2553,647,3,2023,2025
2065,Coffee Maker,Leaking,2/25/2025,564,111,5,2024,2027
2028,Heater,Low performance,4/22/2025,4186,56,24,2021,2024
2017,Mini Fridge,Not working,4/3/2025,3962,74,23,2019,2024
2141,Heater,Overheating,3/31/2025,2802,77,24,2015,2018
2080,Air Conditioner,Overheating,7/18/2023,1681,699,2,2018,2023
2058,Hair Dryer,Overheating,6/5/2025,3240,12,24,2017,2019
2062,Television,Flickering,10/14/2023,2447,611,4,2019,2023
2131,Television,Leaking,11/1/2024,3126,227,13,2022,2026
2137,Mini Fridge,Overheating,5/2/2023,1913,777,3,2016,2020
2068,Air Conditioner,Leaking,11/9/2023,2963,585,6,2018,2023
2045,Coffee Maker,Noisy,3/8/2023,3038,831,3,2024,2027
2013,Heater,Unresponsive,5/21/2024,2620,391,6,2022,2025
2046,Lamp,Not working,7/9/2024,2791,343,8,2018,2020
2083,Heater,Unresponsive,10/17/2023,2226,609,4,2017,2020
2010,Air Conditioner,Not working,4/21/2025,616,56,9,2014,2019
2137,Heater,Unresponsive,9/9/2023,680,646,1,2019,2022
2092,Heater,Noisy,3/8/2023,3327,832,4,2017,2020
2081,Lamp,Unresponsive,9/23/2023,4308,633,7,2016,2018
2000,Lamp,Unresponsive,3/11/2024,910,463,2,2019,2021
2081,Coffee Maker,Leaking,5/6/2024,4323,407,10,2020,2023
2119,Hair Dryer,Unresponsive,4/27/2023,2855,781,3,2018,2020
2101,Coffee Maker,Flickering,3/22/2025,1455,86,23,2014,2017
2027,Hair Dryer,Unresponsive,2/26/2023,3712,842,4,2019,2021
2027,Heater,Noisy,4/24/2024,3303,418,8,2015,2018
2107,Lamp,Noisy,9/28/2024,1174,262,4,2018,2020
2144,Air Conditioner,Low performance,9/4/2024,2211,286,8,2020,2025
2135,Air Conditioner,Noisy,3/13/2024,2519,460,5,2018,2023
2130,Lamp,Leaking,6/22/2024,1341,360,5,2019,2021
2076,Coffee Maker,Flickering,6/14/2023,4558,734,6,2014,2017
2102,Heater,Unresponsive,6/16/2025,3036,1,24,2024,2027
2142,Lamp,Overheating,5/22/2023,1967,756,2,2019,2021
2102,Coffee Maker,Flickering,2/20/2024,2154,483,5,2019,2022
2149,Heater,Not working,4/21/2024,2205,422,5,2017,2020
2116,Lamp,Unresponsive,4/13/2024,3242,430,7,2019,2021
2089,Television,Low performance,4/14/2024,2020,428,5,2021,2025
2103,Heater,Leaking,4/6/2025,4067,71,24,2019,2022
2079,Heater,Leaking,1/1/2025,3287,166,17,2017,2020
2106,Mini Fridge,Low performance,1/26/2024,990,507,2,2019,2022
2145,Lamp,Overheating,5/10/2023,3680,769,5,2023,2025
2040,Mini Fridge,Noisy,1/3/2024,3683,531,6,2020,2025
2016,Heater,Low performance,1/8/2023,1956,890,2,2021,2024
2037,Television,Not working,6/15/2023,4526,732,7,2022,2026
2133,Lamp,Overheating,9/16/2023,2437,639,4,2018,2020
2028,Air Conditioner,Leaking,8/15/2023,4161,672,6,2020,2025
2144,Air Conditioner,Not working,10/12/2023,576,613,1,2021,2026
2027,Lamp,Overheating,8/15/2023,3268,671,5,2017,2019
2072,Heater,Noisy,5/30/2023,4509,749,7,2021,2024
2074,Mini Fridge,Overheating,8/3/2024,1960,318,5,2024,2028
2075,Air Conditioner,Overheating,1/2/2023,3359,897,5,2015,2020
2031,Mini Fridge,Overheating,9/6/2023,3596,649,6,2014,2019
2076,Coffee Maker,Overheating,7/7/2023,1448,711,3,2020,2023
2145,Television,Flickering,11/28/2024,4819,200,24,2016,2020
2106,Heater,Leaking,3/6/2024,2734,468,6,2019,2022
2048,Lamp,Low performance,7/31/2024,3578,321,11,2023,2025
2002,Hair Dryer,Flickering,10/24/2023,4378,602,7,2016,2018
2092,Mini Fridge,Low performance,5/7/2024,3422,406,8,2024,2029
2019,Coffee Maker,Noisy,10/17/2024,4909,242,22,2021,2024
2061,Coffee Maker,Flickering,7/15/2023,2213,702,3,2023,2026
2014,Television,Low performance,4/16/2024,4375,427,10,2014,2018
2003,Hair Dryer,Overheating,8/6/2024,2337,314,8,2014,2016
2147,Hair Dryer,Overheating,2/14/2024,3931,489,8,2022,2024
2071,Hair Dryer,Low performance,1/18/2025,1930,150,13,2014,2016
2128,Coffee Maker,Not working,7/2/2023,1709,716,3,2016,2019
2070,Air Conditioner,Overheating,2/24/2023,1166,844,1,2021,2026
2132,Lamp,Not working,12/17/2023,860,548,2,2019,2021
2125,Lamp,Not working,7/20/2024,2727,331,9,2024,2026
2080,Heater,Overheating,3/30/2023,3521,810,5,2017,2020
2014,Lamp,Overheating,1/18/2023,3199,881,3,2015,2017
2111,Lamp,Noisy,2/11/2023,459,856,1,2014,2016
2048,Television,Flickering,1/19/2024,4052,515,8,2024,2028
2108,Television,Not working,8/22/2024,753,298,2,2014,2018
2090,Coffee Maker,Low performance,10/24/2023,4433,601,7,2021,2024
2069,Lamp,Leaking,2/21/2025,1233,115,10,2018,2020
2006,Television,Flickering,1/16/2024,2781,518,6,2022,2026
2078,Mini Fridge,Flickering,1/8/2023,2802,890,3,2015,2019
2095,Coffee Maker,Leaking,7/2/2024,4456,349,12,2023,2026
2002,Coffee Maker,Noisy,6/2/2025,628,15,24,2019,2022
2068,Lamp,Overheating,12/4/2024,2411,195,12,2022,2024
2090,Mini Fridge,Low performance,1/26/2023,3784,872,4,2019,2022
2073,Air Conditioner,Noisy,4/22/2024,1591,420,4,2017,2022
2135,Lamp,Overheating,4/27/2024,1149,415,3,2017,2019
2134,Lamp,Flickering,1/25/2024,3056,509,6,2021,2023
2017,Hair Dryer,Overheating,2/3/2024,3390,500,7,2018,2020
2092,Lamp,Not working,5/14/2025,1809,34,23,2021,2023
2006,Hair Dryer,Not working,9/16/2023,3323,640,5,2021,2023
2030,Air Conditioner,Unresponsive,7/21/2023,902,696,2,2017,2022
2000,Lamp,Low performance,1/6/2024,733,528,1,2017,2019
2113,Hair Dryer,Not working,6/9/2025,732,7,24,2018,2020
2061,Heater,Overheating,6/4/2024,537,377,1,2021,2024
2002,Heater,Noisy,2/18/2023,4536,850,5,2021,2024
2032,Coffee Maker,Flickering,9/5/2023,2755,651,5,2015,2018
2110,Television,Leaking,5/3/2024,3316,409,8,2016,2020
2092,Air Conditioner,Flickering,11/22/2023,1836,572,3,2018,2023
2108,Coffee Maker,Low performance,7/31/2024,1059,321,4,2023,2026
2082,Television,Noisy,6/15/2023,5016,732,7,2017,2021
2100,Heater,Noisy,3/5/2025,4679,104,24,2020,2023
2057,Mini Fridge,Leaking,8/9/2024,1381,312,5,2014,2019
2118,Heater,Low performance,12/13/2024,1624,185,10,2016,2019
2045,Television,Not working,10/14/2023,728,612,1,2024,2028
2054,Television,Noisy,6/21/2023,1048,727,2,2016,2020
2134,Coffee Maker,Flickering,3/29/2023,4405,810,5,2019,2022
2124,Air Conditioner,Flickering,9/5/2024,1046,284,3,2024,2029
2086,Lamp,Flickering,1/10/2023,641,888,1,2018,2020
2131,Television,Leaking,8/14/2024,549,306,2,2018,2022
2116,Coffee Maker,Leaking,2/24/2023,3873,844,4,2019,2022
2082,Coffee Maker,Noisy,4/29/2023,1729,779,3,2015,2018
2031,Mini Fridge,Overheating,12/8/2023,2124,556,3,2015,2019
2079,Television,Noisy,7/8/2023,1435,709,2,2015,2019
2118,Hair Dryer,Not working,7/25/2023,2490,692,3,2014,2016
2128,Air Conditioner,Flickering,4/13/2023,835,795,1,2023,2028
2075,Mini Fridge,Unresponsive,5/18/2024,817,395,2,2023,2028
2133,Hair Dryer,Low performance,3/13/2023,2897,826,4,2017,2019
2091,Television,Low performance,11/18/2023,2616,577,5,2022,2026
2069,Lamp,Leaking,5/8/2025,2696,39,24,2017,2019
2120,Air Conditioner,Low performance,10/7/2024,2127,253,9,2018,2023
2145,Hair Dryer,Leaking,6/14/2023,3090,734,3,2019,2021
2022,Television,Leaking,12/7/2023,2407,558,4,2019,2023
2104,Television,Low performance,2/16/2024,4404,487,9,2014,2018
2137,Lamp,Overheating,10/19/2024,1530,240,5,2020,2022
2104,Heater,Overheating,3/17/2023,850,823,1,2015,2018
2130,Heater,Noisy,5/17/2025,881,31,20,2016,2019
2137,Air Conditioner,Flickering,11/17/2023,2006,578,4,2022,2027
2035,Lamp,Noisy,6/8/2024,2826,373,7,2016,2018
2116,Coffee Maker,Unresponsive,6/4/2024,2963,378,8,2020,2023
2046,Lamp,Low performance,4/28/2025,2924,50,24,2021,2023
2115,Coffee Maker,Flickering,4/14/2025,2232,64,24,2021,2024
2144,Lamp,Low performance,8/12/2024,4329,309,13,2021,2023
2077,Lamp,Unresponsive,8/22/2023,3440,665,5,2015,2017
2016,Hair Dryer,Flickering,8/15/2023,3818,671,6,2017,2019
2105,Heater,Overheating,5/21/2023,1823,758,2,2015,2018
2125,Lamp,Leaking,7/29/2024,1571,323,4,2022,2024
2064,Coffee Maker,Not working,5/4/2025,703,43,13,2021,2024
2017,Mini Fridge,Not working,3/2/2023,4807,837,5,2016,2018
2040,Heater,Noisy,1/2/2023,1462,897,1,2020,2023
2140,Hair Dryer,Low performance,3/23/2023,2321,816,3,2016,2018
2037,Mini Fridge,Noisy,6/20/2024,1344,362,3,2015,2019
2016,Hair Dryer,Flickering,9/25/2023,4778,630,7,2018,2020
2058,Coffee Maker,Overheating,10/24/2024,641,235,3,2022,2025
2030,Heater,Leaking,10/23/2023,4813,603,8,2018,2021
2051,Hair Dryer,Not working,1/19/2023,3083,880,4,2024,2026
2047,Coffee Maker,Low performance,5/2/2025,2324,46,24,2014,2017
2082,Heater,Noisy,3/28/2025,2672,81,24,2019,2022
2112,Lamp,Not working,3/23/2024,1741,450,4,2015,2017
2134,Coffee Maker,Low performance,12/9/2023,4442,555,9,2021,2024
2036,Heater,Unresponsive,4/11/2025,1784,67,24,2020,2023
2060,Television,Flickering,2/1/2025,1903,135,16,2017,2021
2111,Coffee Maker,Low performance,1/25/2024,4991,508,10,2018,2021
2126,Television,Overheating,4/8/2024,1970,435,5,2019,2023
2084,Hair Dryer,Noisy,3/23/2024,591,451,1,2021,2023
2117,Air Conditioner,Not working,8/21/2024,1806,300,6,2014,2019
2004,Mini Fridge,Overheating,11/13/2024,895,216,4,2015,2019
2070,Hair Dryer,Overheating,8/25/2023,2224,661,3,2015,2017
2032,Hair Dryer,Unresponsive,10/26/2024,4260,233,18,2019,2021
2099,Lamp,Not working,9/17/2024,3781,272,14,2015,2017
2008,Hair Dryer,Flickering,3/20/2025,3944,89,24,2016,2018
2028,Heater,Flickering,2/20/2024,3128,483,6,2018,2021
2090,Heater,Flickering,2/26/2025,2876,110,23,2017,2020
2074,Lamp,Overheating,1/10/2023,3761,888,4,2021,2023
2003,Heater,Overheating,4/27/2025,906,50,15,2022,2025
2004,Air Conditioner,Noisy,3/12/2025,1890,97,20,2024,2029
2053,Hair Dryer,Leaking,8/5/2024,3607,316,11,2021,2023
2048,Television,Unresponsive,4/22/2025,2193,56,24,2020,2024
2086,Lamp,Flickering,3/26/2025,2247,83,24,2018,2020
2130,Television,Not working,10/7/2024,3902,253,14,2016,2020
2006,Lamp,Not working,2/24/2025,1028,112,7,2018,2020
2127,Hair Dryer,Flickering,4/23/2023,4811,785,7,2019,2021
2118,Hair Dryer,Not working,2/4/2025,4629,133,24,2021,2023
2118,Heater,Overheating,6/14/2024,1703,367,5,2021,2024
2037,Lamp,Unresponsive,3/10/2023,4908,830,6,2021,2023
2143,Heater,Flickering,2/21/2023,682,847,1,2014,2017
2124,Mini Fridge,Noisy,6/16/2024,1424,366,4,2016,2020
2078,Air Conditioner,Unresponsive,4/29/2025,3302,49,24,2022,2027
2070,Heater,Not working,7/18/2024,3608,333,10,2020,2023
2127,Television,Overheating,5/3/2023,2277,775,3,2022,2026
2093,Hair Dryer,Low performance,5/28/2024,1538,385,3,2019,2021
2010,Air Conditioner,Low performance,3/26/2025,4413,83,24,2018,2023
2137,Heater,Not working,3/26/2023,2840,813,3,2016,2019
2096,Television,Flickering,7/30/2023,5046,688,7,2021,2025
2063,Lamp,Low performance,5/1/2023,2495,778,3,2015,2017
2119,Mini Fridge,Leaking,2/3/2024,1273,499,3,2024,2028
2070,Coffee Maker,Low performance,4/1/2023,2101,808,2,2014,2017
2135,Television,Noisy,4/25/2024,1141,417,3,2016,2020
2124,Lamp,Low performance,6/21/2024,4085,360,12,2022,2024
2103,Heater,Low performance,8/4/2023,4550,682,7,2024,2027
2000,Hair Dryer,Leaking,11/30/2024,3222,199,16,2021,2023
2144,Coffee Maker,Low performance,4/14/2025,4498,63,24,2023,2026
2051,Television,Not working,3/17/2025,949,92,9,2015,2019
2092,Television,Flickering,3/5/2025,3701,104,24,2020,2024
2074,Air Conditioner,Not working,8/26/2024,2398,294,8,2021,2026
2145,Coffee Maker,Overheating,9/28/2023,4309,628,7,2020,2023
2076,Lamp,Overheating,10/30/2023,858,596,1,2020,2022
2049,Television,Unresponsive,3/26/2024,1004,447,2,2017,2021
2022,Coffee Maker,Noisy,6/16/2025,4262,1,24,2014,2017
2037,Air Conditioner,Flickering,8/4/2024,1103,317,4,2021,2026
2024,Coffee Maker,Flickering,7/7/2023,1392,711,1,2022,2025
2133,Coffee Maker,Unresponsive,9/18/2024,641,271,3,2023,2026
2043,Mini Fridge,Leaking,6/13/2024,4692,368,13,2024,2026
2118,Mini Fridge,Flickering,3/18/2025,2395,90,24,2017,2022
2111,Heater,Noisy,7/19/2024,2639,332,8,2018,2021
2006,Air Conditioner,Unresponsive,8/26/2024,2846,294,10,2020,2025
2025,Air Conditioner,Low performance,5/1/2023,4674,777,6,2021,2026
2054,Air Conditioner,Leaking,1/12/2024,2642,522,4,2016,2021
2007,Air Conditioner,Low performance,9/22/2023,4748,634,7,2022,2027
2069,Mini Fridge,Unresponsive,10/24/2023,2962,602,5,2023,2028
2089,Air Conditioner,Leaking,2/12/2024,1923,491,5,2018,2023
2099,Heater,Overheating,5/20/2023,2703,758,4,2019,2022
2084,Coffee Maker,Noisy,7/10/2024,957,341,3,2024,2027
2149,Heater,Overheating,11/9/2024,4358,219,17,2022,2025
2137,Television,Leaking,5/13/2025,2683,34,24,2021,2025
2113,Hair Dryer,Not working,9/10/2024,3308,280,12,2021,2023
2133,Coffee Maker,Not working,5/8/2025,3070,40,24,2022,2025
2048,Television,Overheating,3/7/2024,2887,466,5,2018,2022
2005,Heater,Unresponsive,8/6/2023,4225,680,6,2017,2020
2070,Mini Fridge,Overheating,10/21/2023,547,604,1,2023,2027
2080,Mini Fridge,Unresponsive,8/4/2023,2731,683,4,2021,2025
2055,Coffee Maker,Leaking,9/2/2023,4353,653,7,2015,2018
2138,Heater,Not working,12/15/2024,883,184,4,2024,2027
2018,Coffee Maker,Low performance,5/22/2025,3352,26,24,2023,2026
2030,Hair Dryer,Leaking,2/20/2023,4599,848,6,2020,2022
2015,Coffee Maker,Unresponsive,7/26/2024,2052,326,7,2014,2017
2087,Heater,Overheating,3/8/2025,1512,100,11,2019,2022
2041,Air Conditioner,Low performance,6/29/2023,2989,718,5,2018,2023
2110,Lamp,Flickering,8/8/2024,1942,313,7,2015,2017
2130,Air Conditioner,Overheating,6/16/2023,2088,732,3,2023,2028
2046,Television,Overheating,11/19/2024,2319,210,10,2017,2021
2126,Television,Flickering,3/7/2025,2456,102,24,2022,2026
2069,Television,Overheating,4/15/2025,3540,62,24,2021,2025
2132,Coffee Maker,Flickering,3/16/2025,4603,92,24,2018,2021
2045,Television,Not working,8/3/2023,502,684,1,2016,2020
2082,Lamp,Overheating,9/6/2024,2826,283,10,2021,2023
2118,Air Conditioner,Unresponsive,10/22/2023,1660,603,3,2020,2025
2130,Hair Dryer,Flickering,7/31/2024,3357,320,11,2022,2024
2025,Lamp,Flickering,2/21/2023,3664,847,4,2015,2017
2137,Lamp,Not working,10/22/2024,2641,237,11,2015,2017
2066,Coffee Maker,Noisy,6/30/2024,3174,351,10,2021,2024
2013,Lamp,Overheating,9/11/2023,1424,644,2,2017,2019
2031,Coffee Maker,Leaking,2/19/2025,946,118,11,2015,2018
2093,Mini Fridge,Overheating,1/3/2025,1108,164,6,2017,2020
2094,Coffee Maker,Unresponsive,1/5/2023,1343,894,1,2024,2027
2041,Air Conditioner,Not working,3/26/2024,809,448,1,2015,2020
2040,Hair Dryer,Overheating,4/30/2023,3245,778,4,2018,2020
2107,Hair Dryer,Leaking,1/26/2024,2833,507,5,2019,2021
2018,Mini Fridge,Unresponsive,5/10/2025,2197,38,24,2024,2029
2019,Mini Fridge,Noisy,10/8/2023,1755,617,3,2014,2018
2001,Heater,Unresponsive,11/7/2024,3884,222,18,2021,2024
2031,Hair Dryer,Leaking,3/18/2024,1379,456,2,2014,2016
2139,Mini Fridge,Overheating,12/17/2023,3605,547,7,2017,2022
2079,Coffee Maker,Low performance,8/7/2023,3443,679,6,2015,2018
2128,Television,Flickering,12/31/2024,4481,167,24,2020,2024
2096,Mini Fridge,Low performance,4/3/2025,3629,75,24,2017,2021
2021,Hair Dryer,Noisy,2/17/2025,2970,119,22,2020,2022
2022,Lamp,Flickering,5/13/2023,2883,765,3,2015,2017
2093,Coffee Maker,Flickering,11/4/2024,4870,225,22,2019,2022
2122,Mini Fridge,Overheating,8/31/2024,4815,289,17,2021,2023
2021,Coffee Maker,Flickering,5/21/2023,1206,757,1,2020,2023
2127,Air Conditioner,Not working,3/25/2023,4424,814,6,2014,2019
2083,Heater,Noisy,2/7/2023,3476,861,4,2016,2019
2088,Heater,Not working,10/7/2024,3752,252,16,2023,2026
2111,Hair Dryer,Low performance,1/17/2024,2624,517,5,2023,2025
2044,Television,Noisy,8/9/2024,770,311,2,2017,2021
2011,Mini Fridge,Noisy,5/24/2024,1264,388,3,2014,2016
2132,Mini Fridge,Leaking,6/2/2025,1894,15,24,2023,2025
2121,Air Conditioner,Flickering,8/31/2023,3220,656,5,2016,2021
2130,Lamp,Not working,5/22/2024,1689,391,4,2018,2020
2087,Heater,Noisy,4/6/2023,1774,803,2,2021,2024
2134,Television,Leaking,1/20/2023,4541,878,5,2020,2024
2039,Television,Low performance,5/11/2023,877,768,1,2020,2024
2117,Mini Fridge,Not working,2/7/2023,2296,860,2,2014,2018
2012,Mini Fridge,Overheating,9/19/2024,1334,270,4,2017,2021
2025,Air Conditioner,Leaking,10/4/2024,2775,256,10,2016,2021
2087,Heater,Not working,12/11/2024,1256,188,7,2015,2018
2006,Lamp,Unresponsive,1/16/2023,4352,882,5,2020,2022
2134,Lamp,Noisy,4/3/2025,2832,74,24,2018,2020
2130,Coffee Maker,Flickering,2/19/2024,4831,483,10,2024,2027
2113,Heater,Low performance,5/16/2024,2856,396,7,2024,2027
2077,Mini Fridge,Not working,6/19/2023,3453,729,5,2021,2025
2068,Television,Flickering,9/1/2024,2551,288,8,2019,2023
2093,Lamp,Flickering,6/1/2025,3960,16,24,2016,2018
2070,Television,Noisy,4/1/2023,4420,807,6,2021,2025
2087,Television,Leaking,5/24/2023,4079,754,6,2018,2022
2100,Air Conditioner,Not working,11/23/2023,3101,572,5,2015,2020
2054,Heater,Not working,5/24/2025,1232,23,24,2018,2021
2081,Air Conditioner,Not working,3/5/2024,744,469,2,2018,2023
2078,Heater,Overheating,11/27/2023,2714,568,5,2024,2027
2005,Television,Leaking,3/14/2025,1522,94,23,2015,2019
2002,Air Conditioner,Not working,4/26/2025,2809,52,24,2018,2023
2111,Mini Fridge,Flickering,9/26/2023,2264,629,4,2016,2021
2014,Lamp,Low performance,4/8/2023,3202,800,4,2015,2017
2077,Television,Overheating,11/25/2023,3676,569,6,2017,2021
2012,Hair Dryer,Unresponsive,1/27/2025,1374,141,8,2022,2024
2115,Air Conditioner,Leaking,1/2/2023,1983,897,3,2017,2022
2091,Lamp,Flickering,8/1/2023,4030,685,6,2020,2022
2065,Coffee Maker,Overheating,9/9/2023,1866,647,2,2014,2017
2031,Television,Leaking,1/15/2023,2481,884,2,2016,2020
2084,Coffee Maker,Low performance,11/4/2024,1614,225,8,2024,2027
2108,Mini Fridge,Unresponsive,5/23/2025,2224,25,24,2017,2022
2105,Air Conditioner,Unresponsive,6/16/2023,1441,732,2,2016,2021
2058,Television,Low performance,9/13/2023,793,642,1,2022,2026
2021,Heater,Overheating,9/13/2024,3189,276,12,2023,2026
2117,Television,Unresponsive,10/5/2023,1809,620,2,2015,2019
2028,Coffee Maker,Unresponsive,3/20/2025,3642,89,24,2019,2022
2111,Air Conditioner,Low performance,3/12/2024,4378,461,9,2022,2027
2001,Heater,Low performance,12/2/2023,4500,563,8,2022,2025
2106,Television,Low performance,6/26/2024,907,356,3,2020,2024
2007,Mini Fridge,Leaking,4/14/2023,4271,795,6,2015,2017
2118,Television,Low performance,2/29/2024,3081,473,6,2014,2018
2073,Mini Fridge,Flickering,1/10/2025,1611,158,11,2022,2026
2012,Television,Flickering,3/16/2025,2629,93,23,2019,2023
2109,Hair Dryer,Flickering,4/6/2024,1006,437,2,2015,2017
2054,Coffee Maker,Unresponsive,1/26/2023,2628,872,3,2016,2019
2142,Television,Leaking,4/17/2023,2106,792,2,2022,2026
2066,Hair Dryer,Noisy,2/27/2025,2365,109,24,2019,2021
2029,Air Conditioner,Unresponsive,5/9/2024,1196,404,3,2019,2024
2032,Television,Unresponsive,8/11/2023,4467,676,7,2018,2022
2125,Mini Fridge,Overheating,6/11/2024,3920,371,10,2016,2021
2053,Mini Fridge,Unresponsive,3/23/2024,1629,450,4,2019,2022
